5,36,1
10,164,1
15,429,1
20,761,1
25,1232,1
30,1783,1
35,2452,1
40,3207,1
45,4112,1
50,5032,1
55,6132,1
60,7277,1
65,8583,1
70,9914,1
75,11500,1
80,13038,1
85,14813,1
90,16400,1
95,18366,1
100,20396,1
105,22501,1
110,24700,1
115,26947,1
120,29460,1
125,32012,1
130,34786,1
135,37215,1
140,40148,1
145,43086,1
150,46136,1
155,49247,1
160,52671,1
165,55526,1
170,59517,1
175,62900,1
180,66423,1
185,70353,1
190,74008,1
195,77777,1
200,81826,1
